Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target,Year_survey,Age_survey
3,unemployed,1313.0,Suburb,Gauteng,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,9,0,2022,24
4,wage employed,153.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,4,0,2023,22
4,unemployed,1132.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,50 - 59 %,1,1,2001,1,0,2023,22
3,self employed,186.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,6,1,2022,19
2,unemployed,54.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,8,0,2022,20
4,unemployed,334.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,6,0,2023,24
1,wage employed,0.0,Urban,Gauteng,1.0,0.0,0.0,4.0,50 - 59 %,40 - 49 %,60 - 69 %,50 - 59 %,40 - 49 %,0,1,1991,7,1,2021,30
2,wage employed,516.0,Urban,Western Cape,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1994,8,0,2022,28
4,unemployed,1160.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,1,0,2023,22
1,employment programme,0.0,Urban,Gauteng,1.0,1.0,0.0,1.0,70 - 79 %,40 - 49 %,70 - 79 %,50 - 59 %,70 - 79 %,0,1,1998,1,0,2021,23
2,self employed,66.0,Urban,Gauteng,1.0,0.0,0.0,2.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
2,unemployed,95.0,Urban,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,5,0,2022,24
3,other,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1988,7,1,2022,34
4,unemployed,951.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1991,6,0,2023,32
4,studying,582.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,50 - 59 %,1,1,1998,9,0,2023,25
2,wage employed,89.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1994,5,0,2022,28
4,studying,582.0,Suburb,Limpopo,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1998,10,0,2023,25
2,wage employed,1095.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,0 - 29 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1986,11,0,2022,36
4,unemployed,1132.0,Urban,Gauteng,0.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
2,unemployed,795.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,0 - 29 %,1,1,2000,1,0,2022,22
4,wage employed,365.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1990,1,0,2023,33
2,unemployed,102.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
4,wage employed,883.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,5,0,2023,26
3,other,582.0,Urban,Free State,1.0,0.0,0.0,1.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1994,6,1,2022,28
2,unemployed,33.0,Suburb,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
1,studying,582.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,4,0,2021,25
4,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,11,1,2023,26
3,unemployed,614.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,80 - 100 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,5,0,2022,21
3,unemployed,1374.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,1997,5,0,2022,25
3,wage employed,582.0,Urban,Free State,1.0,0.0,0.0,2.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,7,0,2022,24
2,unemployed,445.0,Urban,Gauteng,1.0,1.0,0.0,3.0,0 - 29 %,70 - 79 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2001,10,0,2022,21
4,unemployed,1461.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,60 - 69 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2023,23
2,unemployed,737.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,1998,1,1,2022,24
4,unemployed,429.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,11,0,2023,23
4,unemployed,582.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1992,7,1,2023,31
3,other,582.0,Urban,Western Cape,0.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,4,1,2022,19
4,unemployed,36.0,Urban,Gauteng,1.0,0.0,1.0,5.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2023,23
4,wage employed,153.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,3,0,2023,24
3,wage employed,582.0,Suburb,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,10,0,2022,23
4,wage employed,822.0,Rural,North West,0.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,8,0,2023,26
4,wage employed,339.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,30 - 39 %,50 - 59 %,30 - 39 %,1,1,1999,3,1,2023,24
3,unemployed,1254.0,Urban,Gauteng,1.0,0.0,0.0,2.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1990,9,0,2022,32
4,unemployed,1370.0,Rural,Limpopo,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,4,1,2023,24
2,unemployed,796.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
4,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,5,0,2023,23
3,unemployed,127.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1997,9,0,2022,25
4,wage employed,0.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1993,11,0,2023,30
2,unemployed,182.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,1,2022,22
2,unemployed,789.0,Rural,North West,1.0,0.0,0.0,1.0,0 - 29 %,50 - 59 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2001,2,0,2022,21
4,unemployed,736.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,40 - 49 %,1,1,2000,1,0,2023,23
1,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,5,0,2021,19
1,studying,582.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,2,0,2021,23
4,studying,582.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,3.0,50 - 59 %,40 - 49 %,60 - 69 %,50 - 59 %,50 - 59 %,0,1,2001,3,0,2023,22
3,other,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,60 - 69 %,30 - 39 %,0,1,1995,5,1,2022,27
2,unemployed,639.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
3,unemployed,2805.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1992,3,0,2022,30
3,studying,582.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2003,4,0,2022,19
4,unemployed,1675.0,Urban,Free State,1.0,0.0,0.0,1.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1991,7,1,2023,32
2,self employed,701.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1998,8,1,2022,24
2,unemployed,59.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,5,0,2022,21
3,unemployed,248.0,Urban,Gauteng,1.0,0.0,1.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
2,unemployed,1156.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,60 - 69 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,2,0,2022,26
4,unemployed,1073.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1995,11,0,2023,28
4,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,2000,9,1,2023,23
4,unemployed,1497.0,Urban,Gauteng,0.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1992,10,0,2023,31
3,other,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,10,1,2022,24
1,studying,582.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1999,2,0,2021,22
4,wage employed,311.0,Urban,Northern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,4,1,2023,25
3,wage employed,582.0,Suburb,Mpumalanga,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,6,0,2022,22
2,wage employed,0.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1995,12,1,2022,27
3,other,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,4,1,2022,25
4,unemployed,334.0,Rural,Mpumalanga,1.0,0.0,0.0,2.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,40 - 49 %,0,1,2002,12,0,2023,21
3,unemployed,1678.0,Urban,Eastern Cape,1.0,0.0,0.0,0.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1997,5,0,2022,25
4,wage employed,61.0,Urban,North West,1.0,0.0,0.0,2.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,0 - 29 %,0,1,1999,5,0,2023,24
4,wage employed,0.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1996,4,0,2023,27
4,unemployed,36.0,Suburb,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1999,10,0,2023,24
4,unemployed,1193.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,12,0,2023,24
3,self employed,1466.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,8,1,2022,22
4,unemployed,245.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,0 - 29 %,30 - 39 %,30 - 39 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
3,other,582.0,Urban,Eastern Cape,1.0,0.0,1.0,4.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,11,1,2022,26
4,unemployed,2256.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1988,4,0,2023,35
2,unemployed,464.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,50 - 59 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2001,3,1,2022,21
2,wage employed,91.0,Rural,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1993,7,1,2022,29
2,unemployed,546.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,6,0,2022,24
3,other,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,8,1,2022,20
3,unemployed,1709.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1992,1,0,2022,30
3,other,582.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,2.0,0 - 29 %,70 - 79 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1990,8,1,2022,32
2,unemployed,461.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,70 - 79 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
1,studying,582.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,2002,6,0,2021,19
4,unemployed,613.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1997,7,0,2023,26
4,studying,582.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,1,1,2023,25
3,unemployed,2774.0,Urban,Northern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1994,11,0,2022,28
3,other,582.0,Rural,KwaZulu-Natal,1.0,0.0,1.0,5.0,0 - 29 %,60 - 69 %,50 - 59 %,60 - 69 %,30 - 39 %,1,1,1998,10,1,2022,24
4,unemployed,429.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,1991,9,0,2023,32
4,unemployed,64.0,Rural,KwaZulu-Natal,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2003,6,0,2023,20
4,self employed,1101.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1993,1,1,2023,30
2,studying,582.0,Urban,Northern Cape,1.0,1.0,0.0,3.0,60 - 69 %,40 - 49 %,50 - 59 %,50 - 59 %,60 - 69 %,1,1,1995,2,0,2022,27
4,wage employed,61.0,Urban,Western Cape,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,50 - 59 %,1,1,1991,3,0,2023,32
3,other,582.0,Urban,Gauteng,1.0,1.0,0.0,5.0,50 - 59 %,40 - 49 %,50 - 59 %,60 - 69 %,50 - 59 %,0,1,1998,8,0,2022,24
4,studying,582.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,9,0,2023,23
4,unemployed,2381.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1992,1,0,2023,31
1,wage employed,0.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1999,3,0,2021,22
1,wage employed,0.0,Rural,North West,1.0,0.0,0.0,1.0,0 - 29 %,50 - 59 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1995,4,0,2021,26
2,unemployed,461.0,Urban,Western Cape,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
4,wage employed,366.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2023,23
4,unemployed,735.0,Rural,KwaZulu-Natal,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,2,0,2023,23
4,wage employed,244.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,9,0,2023,25
1,wage employed,0.0,Rural,Limpopo,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1992,8,1,2021,29
4,wage employed,153.0,Rural,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1990,2,0,2023,33
3,unemployed,186.0,Urban,KwaZulu-Natal,1.0,0.0,1.0,2.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,40 - 49 %,0,1,1994,5,0,2022,28
3,unemployed,523.0,Suburb,Mpumalanga,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1992,10,0,2022,30
3,other,582.0,Urban,Western Cape,1.0,0.0,0.0,5.0,30 - 39 %,40 - 49 %,50 - 59 %,60 - 69 %,30 - 39 %,0,1,1998,6,1,2022,24
4,wage employed,244.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,2.0,40 - 49 %,40 - 49 %,60 - 69 %,50 - 59 %,50 - 59 %,1,1,2000,4,0,2023,23
4,unemployed,67.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1995,12,0,2023,28
4,self employed,582.0,Urban,Northern Cape,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,11,0,2023,24
2,studying,582.0,Rural,Limpopo,1.0,0.0,0.0,1.0,40 - 49 %,40 - 49 %,60 - 69 %,50 - 59 %,40 - 49 %,1,1,2000,1,1,2022,22
2,unemployed,798.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
3,unemployed,248.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,3,0,2022,23
4,unemployed,1497.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,3,0,2023,24
4,unemployed,798.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,3,0,2023,25
2,unemployed,443.0,Urban,Gauteng,0.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1987,8,1,2022,35
2,unemployed,1196.0,Rural,Eastern Cape,1.0,1.0,0.0,1.0,0 - 29 %,40 - 49 %,70 - 79 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2022,22
4,unemployed,1617.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1988,11,0,2023,35
4,unemployed,128.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1987,7,0,2023,36
2,unemployed,898.0,Rural,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
2,unemployed,112.0,Rural,Limpopo,1.0,0.0,0.0,0.0,0 - 29 %,50 - 59 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,2000,1,0,2022,22
2,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,70 - 79 %,40 - 49 %,60 - 69 %,50 - 59 %,60 - 69 %,1,1,2000,1,0,2022,22
2,studying,582.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,2000,1,1,2022,22
4,unemployed,432.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,1.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1991,10,0,2023,32
2,wage employed,0.0,Urban,Western Cape,1.0,1.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,10,0,2022,26
3,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,1.0,4.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,1998,7,0,2022,24
3,wage employed,582.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,0 - 29 %,1,1,2001,4,0,2022,21
2,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,0.0,0 - 29 %,40 - 49 %,50 - 59 %,60 - 69 %,30 - 39 %,1,1,2000,1,0,2022,22
2,unemployed,280.0,Urban,Gauteng,1.0,0.0,0.0,3.0,60 - 69 %,40 - 49 %,80 - 100 %,50 - 59 %,60 - 69 %,0,1,1997,10,0,2022,25
2,unemployed,670.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,1,1,2022,21
2,wage employed,75.0,Urban,Western Cape,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,70 - 79 %,50 - 59 %,30 - 39 %,1,1,2002,10,0,2022,20
4,studying,582.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,4.0,50 - 59 %,40 - 49 %,50 - 59 %,50 - 59 %,60 - 69 %,0,1,1997,10,0,2023,26
4,wage employed,31.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1995,10,0,2023,28
4,wage employed,304.0,Rural,Northern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1994,8,0,2023,29
2,wage employed,1447.0,Urban,Free State,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1991,12,0,2022,31
2,unemployed,1497.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,4.0,0 - 29 %,0 - 29 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,9,0,2022,24
4,studying,582.0,Rural,North West,1.0,0.0,0.0,2.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1995,5,0,2023,28
4,unemployed,64.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,8,0,2023,23
4,unemployed,64.0,Suburb,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,50 - 59 %,70 - 79 %,50 - 59 %,30 - 39 %,0,1,2002,1,0,2023,21
3,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,60 - 69 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,8,0,2022,19
4,unemployed,2621.0,Rural,Limpopo,1.0,0.0,0.0,2.0,50 - 59 %,40 - 49 %,60 - 69 %,50 - 59 %,50 - 59 %,1,1,1997,6,0,2023,26
4,studying,582.0,Rural,Northern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,4,0,2023,20
2,unemployed,620.0,Urban,Gauteng,1.0,0.0,1.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,60 - 69 %,30 - 39 %,1,1,1980,9,0,2022,42
